Sample A,Sample B,U Statistic,p-value,Significant?
Diborane_3,Phosphine_3,8166.0,3.7553370100261146e-07,✅
Phosphine_3,Ammonia_1,8162.0,3.931245669971012e-07,✅
Control_2_2min,Phosphine_7,8161.0,3.976174161930385e-07,✅
Arsine_7,Phosgene_7,8161.0,3.976678727452057e-07,✅
Arsine_7,H2S_3,8157.0,4.1628043272986854e-07,✅
Arsine_6,F2_1,3508.0,4.210350258282453e-07,✅
Phosphine_5,H2S_3,8155.0,4.2586217707722477e-07,✅
Control_5_2min,MH-6,8149.5,4.5343795877308397e-07,✅
Phosphine_5,Phosgene_7,8148.0,4.612368621143765e-07,✅
Arsine_2,Phosgene_1,8146.0,4.7177410199837354e-07,✅
F2_7,HNO3_6,8144.5,4.799933447971297e-07,✅
Arsine_3,Control_4_2min,3521.0,4.881864464804616e-07,✅
Phosphine_7,F2_7,3521.5,4.910201963913875e-07,✅
F2_7,MH-6,8140.5,5.02291162902482e-07,✅
Arsine_5,Phosphine_2,3523.5,5.023068266786681e-07,✅
Diborane_5,Phosphine_3,3524.0,5.051447005584691e-07,✅
Control_1_2min,MH-5,8138.5,5.138074314374318e-07,✅
Arsine_7,SO2_1,8138.0,5.16724033288608e-07,✅
HCHO_2,Ammonia_1,8067.5,5.197438858229171e-07,✅
Arsine_6,F2_4,3528.0,5.285550209210097e-07,✅
Phosphine_4,Hydrazine_5,8128.5,5.753901190693937e-07,✅
Arsine_7,H2S_7,8127.5,5.819181880189001e-07,✅
Phosphine_4,Hydrazine_7,8126.0,5.918375117959516e-07,✅
Arsine_7,MH-1,8124.5,6.019336339482834e-07,✅
Phosphine_3,H2S_5,8123.5,6.087423596302567e-07,✅
Phosphine_5,MH-1,8122.0,6.190924719224985e-07,✅
Arsine_6,Cl2_6,3542.5,6.225975698653138e-07,✅
Arsine_7,Control_7_2min,8117.5,6.512902757867445e-07,✅
Diborane_3,MA_2,8117.0,6.549858715591176e-07,✅
Control_6_2min,Phosphine_3,3555.5,7.20419790868277e-07,✅
HCHO_2,Diborane_5,8036.0,7.428711703730086e-07,✅
Phosphine_5,H2S_7,8105.5,7.450443532160788e-07,✅
Diborane_7,DM_1,8102.5,7.705310569347657e-07,✅
Phosphine_2,MH-7,8101.5,7.791627074808019e-07,✅
HCHO_4,Control_4_2min,3564.5,7.966403454936768e-07,✅
Diborane_7,TA_3,8099.0,8.012478535735399e-07,✅
Phosphine_4,Hydrazine_6,8096.5,8.238547869819669e-07,✅
Phosphine_4,DM_1,8093.5,8.518738282469517e-07,✅
Diborane_3,Diborane_6,8092.5,8.61407168767014e-07,✅
Control_1_2min,Ammonia_1,8089.0,8.955695281348071e-07,✅
Arsine_7,Phosgene_2,8088.5,9.005512782923734e-07,✅
Diborane_7,Ammonia_3,8088.0,9.05586720653605e-07,✅
Diborane_6,MH-6,8085.0,9.362131134294406e-07,✅
Phosphine_5,SO2_1,8084.0,9.465831178223528e-07,✅
Diborane_3,DM_2,8084.0,9.467027147095238e-07,✅
Diborane_3,SO2_7,8081.0,9.786949302538497e-07,✅
Arsine_3,F2_7,3584.0,9.894955844061532e-07,✅
HCHO_1,SO2_7,3585.5,1.0061390935223464e-06,✅
Control_1_2min,MH-4,8078.0,1.0116742382372585e-06,✅
Arsine_2,Phosgene_5,8077.0,1.0228628742088914e-06,✅
HCHO_4,F2_7,3588.0,1.0342698535472144e-06,✅
Phosphine_4,HCN_7,8075.5,1.040030657185383e-06,✅
Phosphine_4,Ammonia_7,8075.5,1.0400920420165306e-06,✅
Arsine_7,Ammonia_1,8071.5,1.087033742139926e-06,✅
Phosphine_5,Phosgene_6,8070.5,1.099023415770084e-06,✅
Arsine_6,Phosgene_5,3597.5,1.1485368058623226e-06,✅
Phosphine_4,HCN_3,8066.0,1.1548833076810357e-06,✅
Arsine_6,Phosgene_2,3598.5,1.1611786067706036e-06,✅
Arsine_6,Phosgene_6,3598.5,1.1612465544490375e-06,✅
HCHO_1,F2_7,3598.5,1.1612805295408028e-06,✅
Diborane_6,Phosphine_7,8064.5,1.1741344753471007e-06,✅
Arsine_7,Phosgene_6,8064.5,1.1741687976326562e-06,✅
Control_2_2min,MH-6,8063.5,1.1870125699599884e-06,✅
Phosphine_1,MH-5,8063.5,1.187133916019015e-06,✅
Arsine_7,MH-3,8063.0,1.1936680237436859e-06,✅
Phosphine_4,TA_1,8061.5,1.213514018976754e-06,✅
Arsine_5,Diborane_4,3602.5,1.2135405549628014e-06,✅
Arsine_2,Ammonia_1,8059.5,1.240195884573059e-06,✅
F2_7,MH-5,8057.5,1.2679577991355302e-06,✅
Diborane_7,Hydrazine_4,8057.5,1.268013061001161e-06,✅
Diborane_3,DM_4,8057.0,1.2749841141651361e-06,✅
Arsine_2,Phosgene_7,8056.5,1.28182456249503e-06,✅
Phosphine_5,Ammonia_1,8056.5,1.2818710778448893e-06,✅
MH-6,SO2_7,3607.5,1.2819641127924605e-06,✅
Phosphine_5,Phosgene_2,8056.0,1.288924770025897e-06,✅
Diborane_7,Hydrazine_1,8054.0,1.3175623664257151e-06,✅
Arsine_6,H2S_5,3611.0,1.331844599962991e-06,✅
Phosphine_3,Hydrazine_2,8053.0,1.3320758982147285e-06,✅
HCHO_2,MH-2,7983.5,1.3334393089059003e-06,✅
Arsine_4,Phosphine_7,8050.5,1.3689021100700826e-06,✅
Diborane_3,Ammonia_6,8046.5,1.4301738358802268e-06,✅
Arsine_2,SO2_1,8045.0,1.4535468408917946e-06,✅
Control_5_2min,Diborane_1,8044.0,1.4696666761215769e-06,✅
Control_1_2min,HNO3_6,8043.0,1.4857982947633473e-06,✅
HCHO_3,Diborane_7,3625.5,1.5604542862234974e-06,✅
Control_1_2min,Phosgene_1,8035.5,1.6121224529678104e-06,✅
Phosphine_5,MH-3,8035.0,1.6206497433910106e-06,✅
Control_7_2min,MH-7,8033.0,1.6565025759700154e-06,✅
Diborane_7,Hydrazine_3,8032.5,1.6655634072712332e-06,✅
Arsine_2,H2S_3,8032.0,1.6743744415370415e-06,✅
Arsine_6,F2_3,3635.5,1.7392789235300723e-06,✅
Phosphine_1,HNO3_6,8025.5,1.7968383259499749e-06,✅
HCHO_2,Ammonia_2,7956.0,1.802451219973904e-06,✅
Control_4_2min,Ammonia_1,8024.0,1.8261260670417744e-06,✅
Arsine_2,MH-1,8023.5,1.83580465772242e-06,✅
HCHO_3,Phosgene_1,8023.5,1.8360376815143143e-06,✅
Phosphine_3,MH-2,8023.0,1.8458708649482834e-06,✅
Control_2_2min,Phosphine_3,3642.0,1.8657945234459204e-06,✅
Control_3_2min,MH-6,8022.0,1.8659259194823117e-06,✅
Diborane_1,F2_7,3643.0,1.8863229560970756e-06,✅
HCHO_2,H2S_5,7951.5,1.8929129694455466e-06,✅
Phosphine_4,Ammonia_5,8016.5,1.980233949140193e-06,✅
HCHO_2,Control_6_2min,7947.0,1.987714152321552e-06,✅
Arsine_5,Cl2_1,3648.5,2.0016891472795695e-06,✅
Arsine_2,H2S_7,8014.0,2.0339071152104934e-06,✅
Phosphine_3,Phosgene_3,8012.5,2.067287390308704e-06,✅
HCHO_2,Hydrazine_2,7941.5,2.1098512278418852e-06,✅
Arsine_6,H2S_3,3653.5,2.1120340115248547e-06,✅
HCHO_2,Control_2_2min,7940.5,2.132542340349919e-06,✅
Diborane_1,Diborane_6,3654.5,2.1350076373398037e-06,✅
Arsine_6,TA_2,3655.0,2.1462853522900168e-06,✅
HCHO_3,Ammonia_1,8006.5,2.205085612605695e-06,✅
Arsine_6,Cl2_4,3658.0,2.2167957978673867e-06,✅
Diborane_7,MA_2,8006.0,2.2169958981888602e-06,✅
Arsine_2,Phosgene_2,8005.5,2.228519358845388e-06,✅
Diborane_6,HNO3_6,8005.5,2.2288751127535085e-06,✅
Arsine_5,Control_7_2min,3659.5,2.252910966372527e-06,✅
HCHO_3,MH-1,8004.5,2.252910966372527e-06,✅
Phosphine_6,SO2_7,3660.5,2.2771325064400583e-06,✅
Phosphine_4,SO2_4,8003.5,2.277179833564694e-06,✅
Arsine_4,MH-6,8002.5,2.3015562568743784e-06,✅
Diborane_2,Phosphine_4,3664.5,2.3768223761315295e-06,✅
Phosphine_3,Ammonia_2,7997.5,2.4282004342436884e-06,✅
F2_6,MH-7,7993.0,2.547872526565056e-06,✅
Arsine_5,F2_6,3675.0,2.6589040600259454e-06,✅
Diborane_4,MH-7,7987.0,2.7161004423782983e-06,✅
Cl2_1,MH-7,7986.5,2.7305736653516426e-06,✅
Phosphine_4,TA_4,7985.0,2.7745333412784545e-06,✅
Control_6_2min,MH-6,7984.5,2.7891342255072292e-06,✅
Control_1_2min,Phosgene_5,7984.5,2.7892292191760983e-06,✅
Arsine_5,SO2_2,3679.5,2.789267217394149e-06,✅
HCHO_3,H2S_7,7978.5,2.9727413810506314e-06,✅
Control_1_2min,SO2_1,7978.0,2.988443365510243e-06,✅
HCHO_3,Phosgene_7,7977.5,3.004428310961232e-06,✅
Control_1_2min,MH-1,7977.0,3.0203521653078303e-06,✅
Diborane_7,Ammonia_4,7977.0,3.0204543445877897e-06,✅
Phosphine_3,H2S_1,7976.0,3.0525876134035566e-06,✅
Phosphine_6,F2_7,3688.5,3.0687562521658015e-06,✅
Control_1_2min,Hydrazine_2,7975.5,3.0687977226165495e-06,✅
Arsine_5,Diborane_2,3688.5,3.0687977226165495e-06,✅
HCHO_2,Hydrazine_7,7906.0,3.0896078906618555e-06,✅
HCHO_6,Arsine_7,3689.5,3.101361329829757e-06,✅
Phosphine_3,Phosgene_4,7974.0,3.1177987700772016e-06,✅
HCHO_3,H2S_3,7974.0,3.1179460404756645e-06,✅
Cl2_1,HNO3_6,7971.5,3.20152769811471e-06,✅
Phosphine_1,MH-4,7970.5,3.2354845015390782e-06,✅
Arsine_3,Arsine_6,7967.5,3.3377829735994224e-06,✅
HCHO_2,Phosgene_3,7894.0,3.5100567939085114e-06,✅
HCHO_2,Hydrazine_5,7894.0,3.5101994497196653e-06,✅
Diborane_2,MH-7,7961.5,3.5577331027851647e-06,✅
Diborane_7,DM_2,7960.0,3.614413173504028e-06,✅
Phosphine_4,Hydrazine_3,7959.0,3.6524851903231727e-06,✅
Arsine_6,H2S_7,3706.5,3.7103398676149795e-06,✅
Phosphine_3,Hydrazine_7,7955.0,3.809084363662079e-06,✅
F2_7,MH-4,7954.0,3.849349647272262e-06,✅
Phosphine_4,Ammonia_3,7953.0,3.8900484285211e-06,✅
Arsine_1,Phosphine_3,3712.0,3.930405304448377e-06,✅
HCHO_6,Phosphine_5,3712.5,3.951374221868119e-06,✅
HCHO_3,Phosgene_5,7949.5,4.035499835688912e-06,✅
HCHO_2,H2S_1,7879.0,4.113389539452783e-06,✅
Arsine_6,Phosgene_1,3717.5,4.1638299065596284e-06,✅
Arsine_5,SO2_5,3719.0,4.229953373202359e-06,✅
Arsine_2,MH-3,7943.0,4.318616561293549e-06,✅
Arsine_2,Phosgene_6,7943.0,4.318786579021763e-06,✅
HCHO_3,Phosgene_2,7942.5,4.341792384042951e-06,✅
Phosphine_3,Hydrazine_5,7942.0,4.364572050349754e-06,✅
Phosphine_4,Hydrazine_4,7941.5,4.387466175000029e-06,✅
Arsine_2,Control_7_2min,7941.0,4.40992651901296e-06,✅
Control_4_2min,Hydrazine_2,7941.0,4.4102442306965655e-06,✅
Control_3_2min,Phosphine_7,7940.0,4.456286739243893e-06,✅
HCHO_1,Diborane_6,3724.0,4.45663665754928e-06,✅
Arsine_3,Diborane_6,3725.0,4.502377659668333e-06,✅
Control_2_2min,Diborane_1,7938.0,4.549935972265135e-06,✅
HCHO_3,SO2_1,7935.0,4.694840591483025e-06,✅
Diborane_3,DM_3,7934.5,4.719545021994538e-06,✅
HCHO_7,Phosphine_5,3730.0,4.743540313275465e-06,✅
Diborane_7,TA_5,7934.0,4.744126855051461e-06,✅
MH-7,SO2_2,3730.5,4.768831312627806e-06,✅
Diborane_7,SO2_5,7928.5,5.022977327320936e-06,✅
Arsine_7,Hydrazine_2,7928.0,5.049234138925069e-06,✅
Arsine_1,Arsine_5,7927.0,5.1014166948477146e-06,✅
Phosphine_3,H2S_2,7926.0,5.154615350039339e-06,✅
Diborane_7,DM_4,7926.0,5.155081553414573e-06,✅
HCHO_4,Diborane_6,3740.5,5.289349305767388e-06,✅
Arsine_6,Phosgene_7,3741.0,5.3173487177804e-06,✅
Control_5_2min,Ammonia_1,7922.0,5.372977604278405e-06,✅
Phosphine_4,DM_2,7920.5,5.457097984884011e-06,✅
HCHO_7,Arsine_7,3745.0,5.542193619997608e-06,✅
Arsine_2,Hydrazine_2,7916.0,5.716211993534332e-06,✅
HCHO_2,DM_1,7847.0,5.749280508255061e-06,✅
Diborane_3,DM_5,7913.5,5.866123186670635e-06,✅
Control_3_2min,Phosphine_5,3752.0,5.95655316845007e-06,✅
Arsine_1,MH-7,7911.0,6.018641002966774e-06,✅
F2_5,MH-7,7911.0,6.019062835862914e-06,✅
Arsine_4,Diborane_1,7910.5,6.0496275917597075e-06,✅
HCHO_3,MH-3,7908.0,6.207653794035681e-06,✅
Diborane_6,Phosphine_6,7907.0,6.271883935641958e-06,✅
Diborane_1,SO2_7,3758.5,6.369301546522911e-06,✅
Phosphine_4,Hydrazine_1,7904.5,6.434804621602381e-06,✅
Diborane_3,HCN_6,7904.0,6.4682478464290776e-06,✅
Diborane_5,Phosphine_5,3761.0,6.534641440980683e-06,✅
Arsine_5,SO2_3,3762.5,6.636210656594413e-06,✅
Phosphine_3,Hydrazine_6,7900.5,6.7042104871856744e-06,✅
Phosphine_4,MA_2,7900.5,6.7047181273152036e-06,✅
Control_4_2min,MH-5,7900.0,6.738736245136427e-06,✅
Diborane_6,MH-5,7895.5,7.056594056972944e-06,✅
HCHO_2,Arsine_1,7827.0,7.070003709840027e-06,✅
Control_1_2min,Hydrazine_7,7895.0,7.092897724406465e-06,✅
SO2_7,HNO3_6,7895.0,7.093075829915568e-06,✅
Control_4_2min,MH-4,7894.0,7.1653224043994245e-06,✅
Arsine_7,Diborane_5,7893.5,7.202386536111722e-06,✅
HCHO_5,Arsine_5,7893.5,7.2026122903082605e-06,✅
Phosphine_3,DM_1,7893.0,7.239270911721648e-06,✅
Diborane_3,MA_1,7892.5,7.2765637488367e-06,✅
MH-5,SO2_7,3772.0,7.313765443417359e-06,✅
Arsine_6,HNO3_4,3772.5,7.350321096840859e-06,✅
Control_5_2min,Phosphine_6,7891.5,7.350965017184796e-06,✅
HCHO_2,Phosgene_4,7823.0,7.367291070123113e-06,✅
Phosphine_4,HNO3_2,7890.5,7.4265579494244245e-06,✅
Phosphine_2,MH-6,7886.5,7.735512084780417e-06,✅
Diborane_7,HNO3_5,7885.5,7.814929133138878e-06,✅
Phosphine_1,Ammonia_1,7885.0,7.854611769175838e-06,✅
Phosphine_4,TA_6,7885.0,7.854709469582148e-06,✅
Cl2_6,MH-7,7884.5,7.894781554322407e-06,✅
Phosphine_5,Hydrazine_2,7883.0,8.015825497970973e-06,✅
Control_1_2min,Phosgene_7,7882.5,8.056882971285686e-06,✅
Arsine_3,Control_5_2min,3785.0,8.348052247406768e-06,✅
Arsine_6,Phosphine_7,3787.0,8.518772812920707e-06,✅
HCHO_2,Hydrazine_6,7808.0,8.591203749597804e-06,✅
Arsine_6,Cl2_3,3788.5,8.649957897985648e-06,✅
Arsine_7,Hydrazine_7,7875.5,8.65033114585092e-06,✅
Control_1_2min,H2S_7,7874.5,8.738376651780228e-06,✅
Arsine_6,NO2_4,3791.0,8.871861526509238e-06,✅
HCHO_3,Ammonia_2,7873.0,8.872407137292066e-06,✅
F2_7,MH-1,7872.5,8.91715336354555e-06,✅
F2_6,HNO3_6,7871.5,9.008123731101048e-06,✅
Phosphine_3,TA_7,7870.0,9.145598278603535e-06,✅
HCHO_4,Control_5_2min,3794.5,9.19092801301324e-06,✅
Diborane_3,HCN_5,7869.5,9.192054807341672e-06,✅
Cl2_6,HNO3_6,7869.0,9.23879329918829e-06,✅
HCHO_3,Hydrazine_2,7867.5,9.379743226858958e-06,✅
Arsine_2,Hydrazine_7,7867.0,9.425259966833956e-06,✅
HCHO_4,Cl2_1,3800.0,9.716521744942916e-06,✅
Cl2_1,MH-6,7863.5,9.765923002883705e-06,✅
Phosphine_1,Phosgene_1,7863.0,9.815264996780524e-06,✅
Arsine_7,Control_3_2min,7862.5,9.864064195891005e-06,✅
Arsine_7,Ammonia_2,7862.5,9.864544724055617e-06,✅
Control_2_2min,Ammonia_1,7861.0,1.0013928529298182e-05,✅
Arsine_3,Cl2_1,3803.0,1.001447656412091e-05,✅
Arsine_6,HNO3_1,3803.5,1.0062020268908857e-05,✅
Arsine_5,F2_5,3805.0,1.0218849756730036e-05,✅
Control_4_2min,HNO3_6,7857.5,1.0373667459615624e-05,✅
Arsine_2,Hydrazine_5,7857.0,1.0424990542933725e-05,✅
HCHO_2,H2S_2,7788.5,1.047388096522589e-05,✅
Control_3_2min,Ammonia_1,7855.0,1.0637416854363809e-05,✅
Phosphine_5,H2S_5,7854.5,1.0690761638875664e-05,✅
Control_4_2min,Hydrazine_7,7852.0,1.0962596696028594e-05,✅
Cl2_1,MH-5,7852.0,1.0963059357215762e-05,✅
Arsine_7,H2S_5,7851.5,1.1018028691145173e-05,✅
Arsine_6,HCN_7,3814.0,1.1182568709072444e-05,✅
HCHO_1,Control_5_2min,3814.5,1.1240346667319443e-05,✅
Phosphine_4,DM_4,7849.0,1.1297593656396913e-05,✅
Arsine_5,Cl2_6,3815.0,1.1297865334195353e-05,✅
Phosphine_1,MH-1,7848.5,1.1354231520340456e-05,✅
Phosphine_5,Hydrazine_7,7848.0,1.1410592130486383e-05,✅
Control_3_2min,Diborane_1,7846.0,1.1641301549390675e-05,✅
Control_1_2min,H2S_3,7844.0,1.1876814572996324e-05,✅
Phosphine_3,H2S_6,7843.0,1.1994691861098893e-05,✅
Control_1_2min,Hydrazine_5,7842.0,1.211658064123345e-05,✅
Arsine_6,Cl2_2,3823.0,1.2237677930471481e-05,✅
Control_1_2min,DM_1,7841.0,1.2238189028764669e-05,✅
MH-7,SO2_5,3823.5,1.2299319107412964e-05,✅
HCHO_3,Hydrazine_5,7838.0,1.261004147152124e-05,✅
Arsine_7,Hydrazine_5,7837.5,1.2672867255640524e-05,✅
Phosphine_1,Phosgene_5,7837.5,1.26730179691283e-05,✅
MH-7,SO2_3,3827.0,1.2736143106459893e-05,✅
Control_4_2min,Hydrazine_5,7834.0,1.3121630719022735e-05,✅
HCHO_3,Hydrazine_7,7831.5,1.3452291334416457e-05,✅
Arsine_6,Phosphine_6,3833.0,1.3518156027775603e-05,✅
Phosphine_3,HNO3_7,7830.5,1.35858534451331e-05,✅
MH-4,SO2_7,3834.5,1.372189518180335e-05,✅
Diborane_7,Ammonia_6,7828.5,1.385915350804464e-05,✅
Phosphine_5,Hydrazine_5,7828.0,1.3927328845786656e-05,✅
Arsine_5,HCN_6,3836.5,1.399730817762237e-05,✅
Phosphine_5,Ammonia_2,7826.5,1.4136110338451292e-05,✅
Diborane_3,HNO3_4,7821.0,1.4928023471451682e-05,✅
Arsine_7,DM_1,7819.5,1.5150638202773376e-05,✅
Phosphine_5,MH-2,7819.0,1.5224595332221771e-05,✅
Phosphine_5,DM_1,7818.5,1.5300415796202274e-05,✅
HCHO_5,MH-7,7818.0,1.5376685687890412e-05,✅
Arsine_5,SO2_4,3846.0,1.537695490744053e-05,✅
Phosphine_7,Cl2_1,3846.0,1.537695490744053e-05,✅
F2_5,HNO3_6,7816.5,1.5606310261041508e-05,✅
HCHO_2,TA_7,7747.0,1.5877468374803362e-05,✅
Arsine_2,Ammonia_2,7811.5,1.639118966410236e-05,✅
HCHO_3,Diborane_5,7811.5,1.6394612295665233e-05,✅
Arsine_2,Diborane_5,7810.5,1.6553596873571353e-05,✅
Control_1_2min,Phosgene_6,7810.5,1.6555898936292944e-05,✅
F2_2,MH-7,7810.0,1.6638312973396994e-05,✅
Arsine_7,MH-2,7809.5,1.671985932562463e-05,✅
Control_1_2min,Phosgene_2,7809.0,1.6802078355678993e-05,✅
Arsine_4,Ammonia_1,7808.0,1.696747793065212e-05,✅
Diborane_6,MH-4,7808.0,1.6967968297620862e-05,✅
HCHO_2,Control_5_2min,7740.0,1.701768967237684e-05,✅
Control_6_2min,Diborane_1,7807.5,1.7051152698038363e-05,✅
F2_1,MH-7,7807.5,1.7052334827592696e-05,✅
Arsine_2,DM_1,7806.0,1.7303244776962676e-05,✅
HCHO_3,Control_7_2min,7805.0,1.7475759934047853e-05,✅
Phosphine_3,H2S_4,7803.5,1.7733930834300096e-05,✅
F2_6,MH-6,7801.5,1.8086207096571882e-05,✅
Diborane_3,MA_4,7801.0,1.817544231226868e-05,✅
HCHO_2,Hydrazine_3,7733.0,1.823695829027649e-05,✅
Control_5_2min,HNO3_6,7800.0,1.8353803510291864e-05,✅
HCHO_1,Cl2_1,3864.0,1.8354224569059807e-05,✅
HCHO_3,HCHO_6,7798.5,1.862452916277397e-05,✅
HCHO_3,Hydrazine_6,7798.5,1.8625489136704368e-05,✅
HCHO_1,Control_2_2min,3867.0,1.8899489503113753e-05,✅
Diborane_4,Phosphine_4,3868.5,1.9179847396360442e-05,✅
F2_4,MH-7,7795.5,1.9180175960131085e-05,✅
Control_5_2min,Hydrazine_2,7795.0,1.9273443280815436e-05,✅
MH-7,HCN_6,3869.5,1.9368358133705107e-05,✅
Arsine_7,Hydrazine_6,7793.0,1.9653764006475323e-05,✅
Control_2_2min,Phosphine_6,7791.0,2.004008528239258e-05,✅
HCHO_2,Diborane_7,3833.0,2.0122437148060773e-05,✅
HCHO_3,DM_1,7790.5,2.0139277405036518e-05,✅
HCHO_3,Phosgene_6,7790.5,2.0139391844615103e-05,✅
Phosphine_1,Phosgene_7,7789.0,2.043560384220036e-05,✅
HCHO_1,Arsine_4,3876.5,2.0735256846073724e-05,✅
Control_5_2min,MH-5,7787.0,2.08371298190849e-05,✅
Diborane_6,Diborane_7,3877.5,2.0939360308126112e-05,✅
Arsine_6,Cl2_5,3879.5,2.1349335153493644e-05,✅
MH-7,SO2_4,3880.0,2.1454682577437665e-05,✅
Control_4_2min,Phosgene_1,7781.5,2.1980453799584166e-05,✅
Control_5_2min,Phosphine_3,3884.5,2.241219882293332e-05,✅
Phosphine_1,H2S_3,7779.5,2.241282878753947e-05,✅
Phosphine_3,Hydrazine_3,7779.0,2.252050339607661e-05,✅
HCHO_6,Arsine_2,3885.5,2.2626383393697083e-05,✅
Arsine_6,Cl2_7,3885.5,2.2630068824841326e-05,✅
HCHO_3,HCHO_7,7776.5,2.307381195562994e-05,✅
Diborane_3,DM_6,7776.0,2.318645651660487e-05,✅
Diborane_7,SO2_7,7775.5,2.329871068194255e-05,✅
H2S_2,MH-7,7775.0,2.341108892627145e-05,✅
HCHO_2,HNO3_7,7706.5,2.364571891323133e-05,✅
Control_4_2min,SO2_1,7773.5,2.375239051156592e-05,✅
Phosphine_1,MH-3,7773.5,2.3753585206208756e-05,✅
Control_6_2min,Ammonia_1,7773.0,2.386778403169754e-05,✅
Phosphine_1,Hydrazine_2,7773.0,2.3869117262508526e-05,✅
Diborane_4,MH-6,7772.5,2.398451410146456e-05,✅
Control_6_2min,Phosphine_7,7771.5,2.4216632400087934e-05,✅
HCHO_2,H2S_4,7704.0,2.422692026887938e-05,✅
HCHO_7,Arsine_2,3893.5,2.444993408410824e-05,✅
MH-6,SO2_2,3893.5,2.4452522708275178e-05,✅
Arsine_2,Hydrazine_6,7768.0,2.5045301984925813e-05,✅
Arsine_4,Phosphine_6,7767.0,2.529195291318145e-05,✅
Phosphine_1,SO2_1,7764.5,2.5908662676519985e-05,✅
Control_1_2min,Hydrazine_6,7764.5,2.5908949699313043e-05,✅
Phosphine_3,Ammonia_5,7764.5,2.5909236724617643e-05,✅
Control_2_2min,Hydrazine_2,7761.5,2.6667009019535397e-05,✅
F2_7,MH-3,7761.5,2.6667450845188006e-05,✅
Phosphine_4,SO2_3,7761.5,2.6668187234114558e-05,✅
Diborane_7,DM_3,7761.0,2.6797012521145438e-05,✅
Control_4_2min,MH-1,7759.5,2.7184949756705152e-05,✅
Phosphine_3,HCN_1,7758.5,2.744628415634014e-05,✅
Arsine_5,HCN_5,3908.0,2.8115134261874375e-05,✅
Cl2_4,MH-7,7756.0,2.811528868794068e-05,✅
Control_7_2min,MH-6,7755.0,2.8385741497530203e-05,✅
Phosphine_1,H2S_7,7751.5,2.9353462908749027e-05,✅
Control_5_2min,Hydrazine_7,7751.0,2.9494104356975412e-05,✅
Phosphine_4,TA_3,7750.5,2.9636195685629747e-05,✅
Diborane_7,DM_5,7750.0,2.9778611970339836e-05,✅
Phosgene_1,F2_7,3916.5,3.049717938992744e-05,✅
Cl2_1,MH-4,7747.5,3.049817600661103e-05,✅
Control_4_2min,Phosgene_5,7747.0,3.064269033200677e-05,✅
Ammonia_1,F2_7,3917.0,3.064369120834299e-05,✅
Cl2_6,MH-6,7746.0,3.093855484192264e-05,✅
HCHO_2,H2S_6,7678.5,3.100340367482497e-05,✅
Phosphine_2,Phosphine_7,7745.5,3.108522127144119e-05,✅
Control_5_2min,Hydrazine_5,7745.5,3.1085728172836574e-05,✅
Phosphine_5,Hydrazine_6,7744.5,3.138241512154155e-05,✅
F2_7,Hydrazine_2,7744.0,3.153433335449718e-05,✅
Control_1_2min,MH-3,7743.0,3.183491434392554e-05,✅
HCHO_2,Ammonia_5,7675.0,3.206526240299419e-05,✅
Arsine_4,HNO3_6,7741.5,3.229360769072523e-05,✅
Arsine_6,SO2_1,3923.0,3.244654960510886e-05,✅
Diborane_2,MH-6,7739.0,3.307112600522466e-05,✅
Phosgene_1,SO2_7,3925.5,3.3229358883757866e-05,✅
Control_4_2min,DM_1,7737.5,3.3546898471567694e-05,✅
Phosphine_1,Hydrazine_7,7736.0,3.402953336027142e-05,✅
HCHO_6,MH-7,7734.5,3.4516715834169155e-05,✅
Phosphine_5,H2S_1,7734.0,3.468076355431867e-05,✅
Diborane_1,Cl2_1,3931.0,3.50129627390696e-05,✅
Arsine_7,Phosgene_3,7732.5,3.5177739096915775e-05,✅
Phosphine_3,Hydrazine_4,7731.5,3.551369381024896e-05,✅
HCHO_3,MH-2,7731.0,3.56831935401272e-05,✅
Diborane_1,Phosphine_2,3933.5,3.585192508248976e-05,✅
Control_5_2min,MH-4,7730.0,3.6021414460506625e-05,✅
Phosgene_5,F2_7,3935.0,3.636598472535894e-05,✅
Diborane_4,HNO3_6,7729.0,3.636656801452353e-05,✅
Arsine_3,Arsine_4,3935.5,3.653114283629801e-05,✅
Control_1_2min,Hydrazine_3,7728.0,3.67117203101081e-05,✅
Arsine_2,H2S_5,7727.5,3.6881916651128464e-05,✅
Phosphine_1,Phosphine_4,3937.5,3.723628022096087e-05,✅
F2_3,MH-7,7725.5,3.759086633840125e-05,✅
Control_3_2min,Hydrazine_2,7723.5,3.830580503389968e-05,✅
Phosphine_1,Hydrazine_5,7723.5,3.8308249141744324e-05,✅
Phosphine_5,Phosgene_3,7722.5,3.866902230777582e-05,✅
Phosphine_3,DM_2,7722.5,3.867004929221738e-05,✅
Phosphine_6,Cl2_1,3942.0,3.885381412003268e-05,✅
Diborane_6,Ammonia_1,7721.5,3.903612863994593e-05,✅
Arsine_5,H2S_2,3942.5,3.903675004902265e-05,✅
Control_2_2min,Phosphine_5,3943.5,3.940215431322952e-05,✅
Phosphine_3,Ammonia_7,7720.0,3.9594253934009244e-05,✅
H2S_6,MH-7,7719.5,3.977986544497304e-05,✅
Arsine_4,Hydrazine_2,7719.5,3.9780708072467963e-05,✅
HCHO_2,Control_4_2min,7651.5,4.012347099635947e-05,✅
Control_4_2min,Phosphine_3,3945.5,4.015505796923264e-05,✅
H2S_3,SO2_7,3945.5,4.0158244501590995e-05,✅
